SAN JOSE,CENTRAL,URUCA,101007004 URUCA,155,550,336,324
SAN JOSE,CENTRAL,URUCA,101007004 URUCA,156,537,325,340
SAN JOSE,CENTRAL,URUCA,101007009 LA CAJA,157,600,427,420
SAN JOSE,CENTRAL,URUCA,101007009 LA CAJA,158,600,432,424
SAN JOSE,CENTRAL,URUCA,101007009 LA CAJA,159,600,427,424
SAN JOSE,CENTRAL,URUCA,101007009 LA CAJA,160,600,443,444
SAN JOSE,CENTRAL,URUCA,101007009 LA CAJA,161,580,404,401
SAN JOSE,CENTRAL,URUCA,101007014 CORAZON DE JESUS,162,476,312,313
SAN JOSE,CENTRAL,URUCA,101007014 CORAZON DE JESUS,163,450,305,305
SAN JOSE,CENTRAL,URUCA,101007029 ROSITER CARBALLO (LAS BRISAS),164,501,322,340
SAN JOSE,CENTRAL,URUCA,101007029 ROSITER CARBALLO (LAS BRISAS),165,500,346,337
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,166,600,288,284
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,167,600,296,294
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,168,600,244,275
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,169,600,284,269
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,170,600,262,278
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,171,594,251,280
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,172,550,272,290
SAN JOSE,CENTRAL,URUCA,101007031 LA CARPIO,173,550,249,254
SAN JOSE,CENTRAL,URUCA,101007034 PEREGRINA,174,600,439,433
SAN JOSE,CENTRAL,URUCA,101007034 PEREGRINA,175,600,438,445
SAN JOSE,CENTRAL,URUCA,101007034 PEREGRINA,176,600,449,443
SAN JOSE,CENTRAL,URUCA,101007034 PEREGRINA,177,550,412,393
SAN JOSE,CENTRAL,URUCA,101007034 PEREGRINA,178,500,362,348
SAN JOSE,CENTRAL,URUCA,101007034 PEREGRINA,179,514,382,392
SAN JOSE,CENTRAL,URUCA,101007040 C.S.M CAPEMCOL,180,130,58,49
SAN JOSE,CENTRAL,MATA REDONDA,101008005 MATA REDONDA,181,600,421,399
SAN JOSE,CENTRAL,MATA REDONDA,101008005 MATA REDONDA,182,600,419,410
SAN JOSE,CENTRAL,MATA REDONDA,101008005 MATA REDONDA,183,600,418,385
SAN JOSE,CENTRAL,MATA REDONDA,101008005 MATA REDONDA,184,600,426,402
SAN JOSE,CENTRAL,MATA REDONDA,101008005 MATA REDONDA,185,511,338,355
SAN JOSE,CENTRAL,MATA REDONDA,101008005 MATA REDONDA,186,500,335,334
SAN JOSE,CENTRAL,MATA REDONDA,101008035 PERPETUO SOCORRO,187,600,423,433
SAN JOSE,CENTRAL,MATA REDONDA,101008035 PERPETUO SOCORRO,188,600,448,433
SAN JOSE,CENTRAL,MATA REDONDA,101008035 PERPETUO SOCORRO,189,600,430,405
SAN JOSE,CENTRAL,MATA REDONDA,101008035 PERPETUO SOCORRO,190,600,418,408
SAN JOSE,CENTRAL,MATA REDONDA,101008035 PERPETUO SOCORRO,191,600,425,419
SAN JOSE,CENTRAL,MATA REDONDA,101008035 PERPETUO SOCORRO,192,600,421,442
SAN JOSE,CENTRAL,MATA REDONDA,101008035 PERPETUO SOCORRO,193,568,382,392
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,194,600,442,433
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,195,600,448,443
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,196,600,424,436
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,197,600,436,425
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,198,600,422,430
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,199,600,441,447
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,200,600,416,424
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,201,600,400,407
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,202,600,427,440
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,203,600,420,414
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,204,600,443,447
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,205,600,434,436
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,206,600,437,414
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,207,600,426,419
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,208,600,415,409
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,209,600,441,430
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,210,600,415,402
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,211,600,424,429
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,212,600,434,439
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,213,600,451,438
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,214,600,437,417
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,215,600,412,411
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,216,506,368,367
SAN JOSE,CENTRAL,PAVAS,101009006 PAVAS,217,500,370,370
